tweet_id,date,user_id,followers,place,lat,lng,text,source,hashtags,urls,retweet_id
590876253332361216,Wed Apr 22 13:54:11 +0000 2015,127387860,370,"Floral Park, NY",40.729678,-73.698052,Earth Day 🌎☺️🌱🌳🌷☀️,Twitter for iPhone,[],[],
590876261838381056,Wed Apr 22 13:54:13 +0000 2015,2842383910,19,"Manhattan, NY",40.728746,-73.989115,Happy Earth Day from OTC! We are so excited to get back to nature that we can't even wait until July!… https://t.co/ONY3SMWKJG,Instagram,[],['https://instagram.com/p/1x5Rwkuwhk/'],
590876269006495744,Wed Apr 22 13:54:15 +0000 2015,2811977427,2323,"Queens, NY",40.735987,-73.818741,we're talking about waka flocka in my political science class why do i live in this country,Twitter for iPhone,[],[],
590876277009096705,Wed Apr 22 13:54:17 +0000 2015,2641704103,169,"North Bergen, NJ",40.800863,-74.014229,That's my brother like da wayans http://t.co/ZX7fI20i5S,Twitter for Android,[],[],
590876285896916992,Wed Apr 22 13:54:19 +0000 2015,26270971,6474,"Manhattan, NY",40.713423,-73.978487,@Lamar_Alphonso thanks!,Twitter for iPhone,[],[],
590876285934706688,Wed Apr 22 13:54:19 +0000 2015,362877328,5298,"Queens, NY",40.721126,-73.760029,"@kusshhh_kisses of course not, Dm me",Twitter for iPhone,[],[],
590876288514154497,Wed Apr 22 13:54:19 +0000 2015,23957179,1020,"Manhattan, NY",40.812296,-73.934916,ahead of my time) I was into all that ish and skateboarding before X Games etc. but I was better at bikes. Went home me and my boy Brian,Twitter for iPhone,[],[],
590876290158329857,Wed Apr 22 13:54:20 +0000 2015,2986580835,410,"Jersey City, NJ",40.736717,-74.054895,Thanking God for another day to live life..,Twitter for Android,[],[],
590876290267373568,Wed Apr 22 13:54:20 +0000 2015,41525999,49,"Queens, NY",40.743886,-73.727744,"@NeNeLeakes  I'm your biggest fan, I'm a sarcoidosis surviver April is awareness can u wear purple, take pic n shout me out",Twitter for iPhone,[],[],
590876294826565632,Wed Apr 22 13:54:21 +0000 2015,1287361772,405,"Brooklyn, NY",40.638553,-73.908469,Knew I shouldn't have came in today,Twitter for Android,[],[],
590876299167662080,Wed Apr 22 13:54:22 +0000 2015,39604592,512,"Queens, NY",40.70494,-73.791651,@ughgasm ik they so mean,Twitter for iPhone,[],[],
590876301839495168,Wed Apr 22 13:54:22 +0000 2015,260646282,608,"Manhattan, NY",40.800363,-73.944608,Semen tress in full bloom...blech!,Twitter for iPhone,[],[],
590876310097891328,Wed Apr 22 13:54:24 +0000 2015,317793433,524,"Secaucus, NJ",40.798556,-74.056826,I ❤️❤️❤️ romper season,Twitter for iPhone,[],[],
590876313046626305,Wed Apr 22 13:54:25 +0000 2015,267370906,405,"Clifton, NJ",40.869928,-74.162119,@sammiamxxo hey can you tell Cuozzo I'm here,Twitter for iPhone,[],[],
590876326007021568,Wed Apr 22 13:54:28 +0000 2015,161549157,35825,"Brooklyn, NY",40.681519,-73.915819,"Thad got me on my Dipset shit already, today will be a good day lol",Twitter for iPhone,[],[],
590876347137822720,Wed Apr 22 13:54:33 +0000 2015,78777538,99,"Brooklyn, NY",40.694273,-73.906338,"like, what do I even do now?? I'm going to cook and read a book, which must be what my ancestors did in the past, by candlelight",Twitter for iPhone,[],[],
590876349612630016,Wed Apr 22 13:54:34 +0000 2015,323982384,1889,"Brooklyn, NY",40.698978,-73.992194,Ground out a few thousand pg in Bravely Default during my commute this morning.,Twitter for iPhone,[],[],
590876353723047936,Wed Apr 22 13:54:35 +0000 2015,1658273732,92,"Teaneck, NJ",40.880353,-74.014043,shout out to all da snow bunnies last night,Twitter for Android,[],[],
590876359985127425,Wed Apr 22 13:54:36 +0000 2015,26270971,6474,"Manhattan, NY",40.713528,-73.978655,@GabbySidibe thanks love 😘,Twitter for iPhone,[],[],
590876372052082688,Wed Apr 22 13:54:39 +0000 2015,369610528,451,"Staten Island, NY",40.578997,-74.096532,Just went flucking crazy for #wcw #SorryNotSorry #LesbianTendencies 💁,Twitter for Android Tablets,"[{u'indices': [29, 33], u'text': u'wcw'}, {u'indices': [34, 48], u'text': u'SorryNotSorry'}, {u'indices': [49, 67], u'text': u'LesbianTendencies'}]",[],
590876395083014144,Wed Apr 22 13:54:45 +0000 2015,2832818013,244,"Yonkers, NY",40.954444,-73.849539,"Might go see his mom 💘,imiss her 💙",Twitter for Android,[],[],
590876398451056640,Wed Apr 22 13:54:46 +0000 2015,102828822,119,"Manhattan, NY",40.741644,-73.987663,I love that it's finally warm enough for shake shack to reopen at Madison Square Park.,Twitter for iPhone,[],[],
590876411604402176,Wed Apr 22 13:54:49 +0000 2015,3008637994,686,"New York, USA",42.29884,-73.862465,@normaniiqueen @camrenaah  can I have Niall? For justin bieber or little mix?,Twitter for iPhone,[],[],
590876416566304768,Wed Apr 22 13:54:50 +0000 2015,45077827,363,"Manhattan, NY",40.752377,-73.977886,Exposed in Grand Central #grandcentral #nyc #ilovenwyork #thecity #gossipgirl #xoxo #newyork @ Grand… https://t.co/QiAjuundSS,Instagram,"[{u'indices': [25, 38], u'text': u'grandcentral'}, {u'indices': [39, 43], u'text': u'nyc'}, {u'indices': [44, 56], u'text': u'ilovenwyork'}, {u'indices': [57, 65], u'text': u'thecity'}, {u'indices': [66, 77], u'text': u'gossipgirl'}, {u'indices': [78, 83], u'text': u'xoxo'}, {u'indices': [84, 92], u'text': u'newyork'}]",['https://instagram.com/p/1x5WWXKC-d/'],
590876417476399104,Wed Apr 22 13:54:50 +0000 2015,1658273732,92,"Teaneck, NJ",40.88057,-74.014063,shout to da thirsty indian girls,Twitter for Android,[],[],
590876427714744320,Wed Apr 22 13:54:52 +0000 2015,770922379,9651,"Mount Vernon, NY",40.91091,-73.839025,Back to work in the best basement range I've been in in quite awhile! #poweredbycfs… https://t.co/uQ8pAl9kvO,Instagram,"[{u'indices': [70, 83], u'text': u'poweredbycfs'}]",['https://instagram.com/p/1x5WqCxTeN/'],
590876431657398272,Wed Apr 22 13:54:53 +0000 2015,249736531,383,"New York, USA",42.660366,-73.783168,Just accidentally drank expired milk ! #amigonnadie,Twitter for iPhone,"[{u'indices': [39, 51], u'text': u'amigonnadie'}]",[],
590876432349401088,Wed Apr 22 13:54:54 +0000 2015,599626282,171,"Staten Island, NY",40.551577,-74.18445,Bae loves me even though I can't cook Mac and cheese 😂 @alexaamariex,Twitter for iPhone,[],[],
590876434110877696,Wed Apr 22 13:54:54 +0000 2015,217119818,600,"Valley Stream, NY",40.651883,-73.696748,How to find the PERFECT wedding dress for your shape. #wedding #weddingdress #weddinggowns http://t.co/UK1BXhNxoy,Twitter for iPhone,"[{u'indices': [54, 62], u'text': u'wedding'}, {u'indices': [63, 76], u'text': u'weddingdress'}, {u'indices': [77, 90], u'text': u'weddinggowns'}]",['http://www.weddingandweddingflowers.co.uk/article/264/how-to-find-the-wedding-dress-for-your-shape'],
590876434169786369,Wed Apr 22 13:54:54 +0000 2015,191280406,179,"Manhattan, NY",40.734906,-74.000206,Happy #NYC #spring http://t.co/K475Igstqk,iOS,"[{u'indices': [6, 10], u'text': u'NYC'}, {u'indices': [11, 18], u'text': u'spring'}]",[],
590876438192115712,Wed Apr 22 13:54:55 +0000 2015,26270971,6474,"Manhattan, NY",40.713528,-73.978655,@NoAverageJoJo thanks sis!,Twitter for iPhone,[],[],
590876441815994368,Wed Apr 22 13:54:56 +0000 2015,856971416,1396,"New York, USA",43.13826,-77.639052,Some people have your back no matter what!!!!! Me and my ride or die!!! http://t.co/yw3ec7wBsX,Twitter for Android,[],[],
590876444030537729,Wed Apr 22 13:54:56 +0000 2015,288376818,303,"Brooklyn, NY",40.717336,-73.960015,15% Off all refills on the site today! #HAPPYEARTHDAY @ http://t.co/4ALmzwEPY4 https://t.co/ACjRkMY7CF,Instagram,"[{u'indices': [39, 53], u'text': u'HAPPYEARTHDAY'}]","['http://www.kjaerweis.com', 'https://instagram.com/p/1x5XKRExxg/']",
590876444655558656,Wed Apr 22 13:54:57 +0000 2015,1916123372,293,"Teaneck, NJ",40.878355,-74.007339,I'm In My BD Stance 10 Toes Down ‼️,Twitter for iPhone,[],[],
